"State","Account.Length","Area.Code","Phone","date_naissance"
"CO",92,415,"408-3262","8/1/1924"
"CO",81,408,"372-9091","9/27/1961"
"RI",125,408,"410-3159","8/3/1902"
"CT",119,408,"344-5181","9/18/1961"
"NC",122,415,"396-8662","8/7/1991"
"WY",34,408,"339-6446","7/8/1992"
"OR",138,415,"384-7236","8/23/1972"
"FL",90,415,"353-5257","8/3/1961"
"KY",73,408,"369-7295","9/10/1981"
"SC",19,510,"408-5322","9/11/1971"
"WA",120,408,"344-9620","8/10/1973"
"MT",160,415,"329-8436","7/6/1953"
"PA",141,510,"414-6739","7/29/1987"
"MA",90,408,"406-1730","8/22/1991"
"VT",72,415,"336-9327","9/14/1919"
"MN",117,408,"378-7418","9/28/1960"
"IL",79,408,"412-6019","9/17/1908"
"AR",87,408,"390-4789","9/15/1989"
"MD",102,415,"386-9774","8/30/1982"
"MT",49,408,"353-8970","9/6/1991"
"VT",67,408,"410-5370","8/12/1950"
"CO",107,415,"404-4421","8/26/1917"
"NC",190,408,"409-3353","9/12/1962"
"WA",118,510,"422-2571","9/26/1902"
"TN",120,415,"412-3404","8/31/1963"
"AR",94,408,"333-2964","8/3/1958"
"DC",115,510,"406-6669","8/29/1962"
"MN",61,415,"409-8802","9/24/1973"
"IA",143,510,"354-6183","8/19/1946"
"KS",110,510,"354-2434","8/4/1941"
"ND",104,415,"389-7620","8/3/1897"
"MT",16,510,"338-1724","8/11/1992"
"IL",183,510,"399-1750","8/1/1988"
"DC",147,408,"354-8914","9/18/1974"
"KY",58,415,"409-2983","9/19/1952"
"MS",102,510,"329-9689","9/10/1986"
"TN",123,415,"337-8950","9/2/1985"
"IA",64,415,"374-1836","8/20/1980"
"AK",103,510,"359-9454","7/4/1961"
"MN",152,415,"378-9542","7/4/1931"
"WV",124,415,"344-1970","8/1/1916"
"OR",97,415,"417-2774","9/5/1952"
"MS",131,415,"333-9002","8/23/1942"
"ME",57,415,"369-8576","9/27/1968"
"MN",157,510,"372-6920","9/9/1992"
"GA",194,510,"333-6575","7/6/1981"
"DC",66,415,"410-1190","7/31/1941"
"GA",155,510,"376-1641","8/17/1985"
"NY",123,415,"329-6731","9/21/1994"
"OK",116,510,"393-3976","7/28/1990"
"OK",63,415,"388-7355","8/10/1952"
"GA",64,510,"412-7791","9/2/1953"
"NJ",96,510,"368-6111","9/16/1990"
"MN",53,415,"401-9420","9/21/1958"
"ME",105,510,"352-5750","8/31/1963"
"MI",53,510,"417-3702","8/7/1962"
"MT",101,415,"353-5714","9/20/1964"
"NE",129,510,"409-9494","8/17/1990"
"ND",122,408,"395-1901","8/16/1916"
"VA",163,415,"378-8342","8/3/1988"
"VT",93,408,"417-6044","9/28/1954"
"OH",115,510,"348-1163","8/18/1982"
"AL",25,408,"337-4600","8/20/1971"
"DC",73,408,"355-5922","8/26/1910"
"ND",120,415,"369-5810","7/8/1969"
"TN",196,415,"340-8291","8/14/1944"
"DE",97,510,"354-7397","8/30/1986"
"NY",148,408,"407-7464","9/24/1892"
"AL",85,408,"386-6411","8/27/1917"
"OK",86,510,"397-3746","9/1/1963"
"MS",78,415,"410-5236","7/31/1921"
"MD",106,415,"409-2412","9/16/1949"
"NE",147,415,"400-7280","8/28/1944"
"AR",145,415,"332-5820","8/3/1994"
"IL",91,415,"373-4483","9/18/1940"
"IN",81,408,"347-6717","9/22/1952"
"UT",116,415,"380-2929","9/2/1973"
"LA",69,415,"420-7692","9/20/1971"
"ID",135,510,"380-6437","9/22/1949"
"KY",73,510,"377-8309","8/4/1991"
"MI",48,415,"407-2718","8/14/1987"
"NH",125,415,"357-1938","8/4/1955"
"WV",100,415,"381-3735","8/29/1910"
"OR",165,415,"409-8453","9/10/1887"
"SD",64,415,"395-6758","8/11/1976"
"MD",116,510,"399-5424","9/20/1958"
"ND",147,408,"409-4671","9/12/1922"
"TN",115,415,"374-6525","8/10/1988"
"MO",84,415,"406-8665","8/20/1971"
"IL",86,510,"342-7716","9/13/1896"
"UT",134,415,"417-2221","8/19/1930"
"MI",105,415,"376-5213","9/26/1964"
"AR",88,408,"348-7448","9/24/1991"
"TX",90,408,"328-8179","8/1/1983"
"AK",86,408,"389-4602","8/23/1918"
"TN",37,415,"413-2238","9/27/1961"
"NH",141,415,"402-3370","9/26/1989"
"NM",148,408,"348-6008","8/18/1943"
"MN",163,408,"371-5655","7/31/1992"
"IA",89,415,"374-5224","8/1/1978"
"RI",63,415,"371-1187","8/17/1985"
"AL",102,415,"337-1100","8/12/1994"
"NC",76,510,"421-8141","7/9/1944"
"SD",104,408,"406-2678","7/7/1994"
"MT",109,510,"415-9649","9/22/1900"
"HI",105,510,"364-8128","7/8/1912"
"MT",63,415,"356-7817","8/5/1995"
"KY",105,415,"404-6357","7/31/1951"
"DC",68,415,"398-2138","9/14/1983"
"CO",63,408,"378-8029","9/3/1930"
"MI",74,415,"386-4215","8/17/1994"
"AL",76,415,"367-8156","8/7/1954"
"KS",91,408,"382-8079","7/31/1993"
"NC",101,415,"354-2985","8/24/1973"
"SC",116,408,"373-6922","9/12/1989"
"CO",131,415,"397-7125","8/20/1944"
"MN",84,415,"333-6296","8/23/1970"
"WY",104,415,"365-6022","9/21/1983"
"FL",108,510,"365-1688","7/8/1953"
"NY",111,415,"382-4872","8/9/1967"
"OK",155,408,"367-6136","8/11/1977"
"ME",66,510,"404-3592","8/4/1917"
"NE",64,510,"415-2949","8/5/1966"
"OH",69,415,"375-8880","8/25/1927"
"CT",116,415,"335-6832","8/21/1979"
"DC",101,415,"361-8367","8/10/1970"
"OK",15,415,"408-2002","8/15/1988"
"NJ",88,415,"347-8659","9/8/1923"
"IA",197,415,"376-2922","8/13/1982"
"VA",50,415,"382-2182","8/27/1916"
"VA",172,510,"408-2089","9/10/1989"
"NM",188,415,"369-6890","9/7/1903"
"FL",85,408,"347-2951","8/27/1980"
"RI",103,510,"420-6324","9/22/1952"
"NJ",136,408,"402-7650","9/6/1959"
"NE",155,408,"391-2702","9/11/1931"
"WV",145,415,"383-3375","7/5/1989"
"WY",116,510,"392-2733","9/17/1943"
"SC",152,408,"397-9933","8/7/1991"
"MS",65,415,"383-9306","8/7/1945"
"ND",180,415,"369-1929","9/13/1986"
"IL",67,415,"369-4377","9/2/1975"
"OR",60,415,"366-9430","8/29/1973"
"UT",138,510,"353-7407","8/18/1895"
"IA",44,415,"359-7426","8/25/1967"
"ME",25,510,"332-7391","8/10/1978"
"WY",145,408,"405-6559","8/20/1948"
"WI",122,510,"338-8784","8/9/1945"
"SC",121,415,"415-6347","9/18/1991"
"DC",55,510,"354-5058","8/4/1963"
"CT",77,415,"342-5701","9/19/1950"
"OR",12,415,"378-4179","7/29/1994"
"OR",64,510,"407-6391","8/1/1976"
"NV",92,415,"404-3105","8/5/1928"
"MN",125,415,"390-9735","8/8/1926"
"OK",160,408,"350-4820","7/31/1961"
"KS",79,415,"383-8807","8/2/1972"
"RI",36,415,"366-8382","7/3/1993"
"DC",102,415,"402-9704","7/8/1960"
"IL",138,408,"405-2209","8/11/1933"
"UT",164,510,"397-3939","8/6/1991"
"MN",125,415,"343-2689","8/1/1900"
"WI",72,408,"383-9448","9/9/1964"
"MI",74,415,"359-6232","8/1/1971"
"MI",134,415,"369-9772","9/29/1985"
"MA",145,415,"381-7003","7/8/1975"
"AL",136,510,"352-6732","9/13/1976"
"SC",209,510,"388-7540","8/24/1983"
"WI",66,415,"356-3333","9/26/1990"
"VT",152,510,"333-9664","8/25/1988"
"CT",162,408,"363-3763","7/31/1941"
"OR",72,510,"345-7900","9/23/1935"
"HI",101,415,"400-5511","9/16/1993"
"WV",125,415,"381-7597","9/8/1993"
"RI",46,408,"404-9775","9/2/1987"
"MI",132,408,"389-4608","8/7/1949"
"ME",193,415,"403-1742","9/30/1949"
"WV",63,510,"328-9797","7/9/1956"
"NE",124,510,"359-9223","8/8/1951"
"DC",144,415,"336-7696","9/8/1983"
"NH",116,408,"369-2214","8/23/1975"
"MD",189,415,"411-1325","9/8/1961"
"NH",97,408,"410-7553","8/9/1989"
"WV",137,510,"376-4284","9/10/1938"
"IL",142,415,"334-2800","8/5/1940"
"OK",84,510,"369-1904","7/7/1984"
"NH",119,415,"359-3833","8/31/1963"
"MI",158,415,"348-5569","8/29/1931"
"ND",50,415,"342-1960","9/18/1970"
"LA",98,408,"352-9050","9/15/1957"
"HI",101,415,"390-5316","8/17/1966"
"NJ",182,415,"418-8568","9/28/1986"
"WV",51,408,"401-4844","9/8/1953"
"NC",117,510,"376-5471","7/6/1985"
"PA",92,415,"409-2917","9/12/1972"
"MI",86,408,"369-6308","7/6/1991"
"WY",122,415,"357-7385","8/1/1949"
"NJ",156,408,"405-7119","8/31/1980"
"NJ",127,510,"405-3309","9/7/1979"
"NC",130,408,"384-4938","9/22/1984"
"NM",158,408,"377-2725","8/31/1945"
"MS",145,510,"405-6398","8/30/1958"
"TX",90,415,"355-9366","9/2/1942"
"OK",127,510,"403-1128","7/28/1944"
"ID",109,415,"384-9682","7/28/1979"
"AL",88,415,"352-5393","9/11/1900"
"WY",101,510,"395-1229","9/3/1975"
"HI",171,510,"361-9195","9/16/1965"
"VA",21,415,"351-6366","9/12/1965"
"WV",145,408,"346-4919","8/20/1952"
"DE",90,415,"354-9068","9/20/1923"
"CA",33,408,"369-2743","9/8/1963"
"PA",61,408,"343-1347","8/16/1972"
"CO",107,415,"336-5495","7/28/1905"
"MD",147,408,"376-4292","8/7/1919"
"AL",117,510,"391-8677","7/31/1960"
"AL",95,415,"350-7273","8/20/1953"
"KS",186,510,"400-6454","9/21/1973"
"MI",128,415,"422-3052","7/28/1984"
"AK",55,408,"365-6756","9/23/1963"
"OH",134,415,"406-4158","8/15/1912"
"IN",96,415,"383-4641","8/1/1944"
"SC",107,415,"368-5165","7/7/1989"
"KS",123,415,"378-2432","9/29/1962"
"OK",35,415,"362-4159","7/5/1945"
"WI",74,408,"363-7979","7/3/1943"
"IN",130,408,"334-9818","8/1/1928"
"IL",137,408,"352-5787","9/8/1988"
"TN",88,415,"332-3617","8/23/1978"
"DC",80,408,"327-9957","8/26/1914"
"NC",116,408,"338-7527","8/8/1990"
"RI",123,510,"348-8711","8/30/1993"
"MS",120,415,"421-3226","7/28/1907"
"VA",146,415,"391-4358","9/16/1930"
"KY",106,510,"379-2523","8/31/1921"
"NV",121,408,"419-2369","9/1/1954"
"WI",137,510,"382-1227","7/31/1933"
"NH",84,408,"409-5749","9/23/1982"
"NE",67,510,"362-7951","8/7/1991"
"WI",161,408,"415-3537","9/26/1951"
"NJ",134,510,"373-3959","7/6/1959"
"ME",62,415,"358-1346","8/31/1971"
"WY",120,415,"381-8422","8/7/1919"
"IN",130,408,"360-9005","8/24/1907"
"WI",20,408,"344-5967","8/16/1924"
"VT",68,415,"396-6390","9/30/1983"
"CA",112,415,"346-5036","7/5/1973"
"IN",77,408,"328-7252","9/5/1937"
"SC",109,415,"360-1745","8/19/1940"
"IN",108,415,"358-2046","7/8/1975"
"IA",79,415,"344-6935","8/25/1900"
"MD",119,408,"401-9665","7/7/1992"
"MN",38,510,"399-5291","8/18/1909"
"AR",109,415,"409-6588","8/2/1990"
"MS",78,415,"358-5721","9/1/1974"
"MN",134,415,"414-7446","9/29/1990"
"WA",47,415,"329-9517","8/13/1991"
"MS",59,408,"415-9553","8/28/1937"
"ID",151,415,"413-3177","9/22/1913"
"NC",129,415,"347-5113","9/5/1946"
"VA",107,510,"330-2662","9/8/1993"
"MT",137,408,"330-5824","9/3/1952"
"MI",76,510,"411-1261","7/27/1987"
"HI",24,415,"329-8788","9/8/1988"
"NC",169,408,"333-7869","9/24/1985"
"MN",30,408,"399-4800","9/5/1984"
"WV",70,415,"402-2072","8/31/1982"
"SD",52,510,"403-6187","9/26/1951"
"HI",3,408,"355-2872","8/22/1917"
"MS",38,415,"386-2970","9/22/1994"
"NY",104,415,"389-6081","9/27/1990"
"LA",27,408,"348-7556","8/5/1918"
"KS",166,415,"334-9163","9/27/1970"
"MA",13,408,"411-4293","8/25/1965"
"AK",52,408,"375-5562","9/6/1965"
"SD",114,415,"386-3823","8/8/1941"
"CO",156,408,"364-6445","9/6/1988"
"NH",90,415,"383-2251","7/9/1956"
"WV",62,415,"351-3169","8/3/1917"
"AZ",82,415,"413-6380","9/1/1901"
"ME",52,510,"380-9674","8/23/1990"
"NH",146,510,"345-2319","8/2/1978"
"RI",120,415,"377-5441","7/29/1991"
"ID",130,415,"358-3692","7/8/1974"
"WI",90,408,"400-5831","9/13/1981"
"NM",147,408,"357-5995","9/26/1973"
"WY",159,415,"391-2159","8/9/1990"
"IL",74,510,"398-5954","9/24/1921"
"TX",130,408,"385-6175","9/4/1989"
"RI",155,408,"334-2961","8/4/1993"
"MI",87,415,"405-4303","8/10/1986"
"OR",81,415,"406-4100","8/15/1992"
"VA",99,510,"352-4401","8/9/1931"
"SD",131,510,"347-1473","9/12/1979"
"AL",89,510,"347-2016","9/29/1992"
"MS",123,415,"388-8948","8/21/1994"
"MS",130,510,"402-5509","9/1/1917"
"HI",99,415,"367-2598","8/11/1961"
"WV",36,408,"370-5001","7/29/1898"
"WV",87,415,"332-3693","9/19/1971"
"WV",139,415,"403-9766","8/18/1941"
"IN",189,510,"363-2407","7/9/1982"
"NM",96,415,"395-9214","7/9/1972"
"DE",112,408,"351-8894","9/12/1934"
"NC",75,408,"406-5003","8/6/1988"
"NM",178,415,"398-1332","8/19/1960"
"SC",112,415,"363-8033","8/21/1971"
"NJ",108,415,"333-1012","8/18/1930"
"AZ",100,510,"391-6260","8/28/1993"
"RI",121,510,"336-1353","9/8/1931"
"SD",116,415,"365-5629","8/23/1989"
"NH",161,415,"349-4397","8/28/1964"
"AL",19,415,"380-3910","8/2/1958"
"WV",104,415,"354-7820","8/4/1938"
"ID",119,415,"338-9952","9/8/1992"
"MD",125,415,"405-1821","9/27/1958"
"IN",156,510,"329-8669","8/17/1947"
"WY",109,415,"328-8808","9/9/1992"
"NH",95,510,"409-3018","8/24/1949"
"MN",90,408,"421-5994","8/29/1909"
"MA",105,415,"354-4448","9/14/1964"
"NH",101,510,"352-5081","8/8/1937"
"MN",95,415,"401-7803","7/6/1957"
"IA",123,415,"420-6052","8/7/1994"
"NY",160,408,"352-6084","9/14/1907"
"AL",141,510,"388-8583","8/4/1954"
"WV",87,415,"415-3158","9/9/1992"
"NM",81,415,"402-9304","9/21/1992"
"CA",75,415,"341-1916","8/14/1969"
"MA",126,408,"381-2745","9/7/1987"
"ME",28,415,"402-5014","9/9/1983"
"FL",153,415,"399-8846","8/18/1983"
"NH",97,408,"328-9267","9/9/1987"
"IN",115,408,"348-7224","7/3/1895"
"WI",95,408,"336-2190","9/29/1981"
"MA",17,415,"376-4705","8/20/1955"
"NH",105,415,"381-4076","7/31/1982"
"TX",121,415,"348-8464","8/15/1967"
"NC",125,408,"412-7020","9/26/1992"
"CT",124,415,"386-8432","8/23/1926"
"NJ",35,408,"337-1802","7/31/1918"
"WY",134,510,"366-1084","8/26/1943"
"LA",123,510,"352-4182","9/3/1962"
"NV",124,415,"368-5628","7/28/1993"
"WV",133,510,"333-8996","7/31/1956"
"AR",185,415,"353-2557","8/15/1960"
"SC",1,415,"356-8621","7/30/1904"
"KS",107,415,"354-6942","8/21/1988"
"NY",91,415,"377-9829","7/28/1957"
"MI",178,408,"348-4660","8/16/1983"
"MA",123,415,"410-5199","9/14/1986"
"UT",170,415,"397-6542","9/4/1987"
"HI",135,415,"333-4492","7/29/1992"
"PA",85,408,"405-9573","8/6/1961"
"OR",134,415,"359-7255","9/20/1935"
"TN",148,415,"419-5501","9/18/1984"
"CT",93,415,"404-4809","9/25/1944"
"AZ",138,415,"344-6334","8/5/1956"
"OR",159,510,"400-1899","8/2/1954"
"DE",103,415,"346-5053","9/28/1917"
"MA",150,408,"398-2148","7/7/1947"
"CT",37,408,"347-7675","8/1/1962"
"AR",33,415,"411-8956","8/8/1963"
"SD",55,415,"390-3761","9/11/1957"
"CT",134,408,"377-3876","8/12/1918"
"CT",107,408,"345-2476","7/30/1988"
"MA",80,408,"337-7879","8/23/1978"
"MS",78,408,"361-7283","8/21/1972"
"MT",85,408,"372-4868","9/25/1963"
"AK",61,415,"346-8863","8/22/1911"
"DE",97,415,"390-5267","9/29/1985"
"OH",136,408,"392-1547","9/14/1993"
"MN",135,408,"340-8177","9/15/1988"
"CA",87,415,"383-4802","9/11/1915"
"OH",165,510,"378-8567","7/9/1973"
"NV",148,415,"406-7844","8/17/1986"
"SC",99,415,"402-9173","8/9/1974"
"WV",123,415,"352-3440","9/25/1964"
"NM",127,415,"363-1413","7/27/1945"
"WY",151,415,"394-8861","8/11/1964"
"CA",185,408,"358-4036","9/22/1926"
"KS",65,415,"392-4680","8/12/1957"
"WY",58,510,"354-2762","7/9/1960"
"OK",104,415,"371-5811","8/8/1993"
"UT",44,415,"387-2014","9/15/1926"
"MA",58,408,"411-6598","8/26/1937"
"UT",108,415,"355-9356","8/3/1949"
"MN",132,510,"406-4720","8/18/1966"
"NE",80,415,"356-7239","8/24/1961"
"OH",162,415,"328-8747","8/27/1930"
"KY",110,510,"388-9464","8/19/1955"
"WA",96,415,"406-2866","7/5/1986"
"NY",168,408,"333-5729","9/10/1939"
"IN",72,510,"391-1499","9/11/1897"
"CO",125,408,"386-8690","8/3/1917"
"DC",170,510,"391-2231","9/25/1956"
"AK",71,510,"332-2275","7/28/1919"
"SC",124,415,"340-4028","9/14/1961"
"KS",68,415,"363-3486","7/30/1991"
"UT",97,415,"418-3181","9/30/1987"
"IL",98,510,"351-3316","9/26/1979"
"DC",24,408,"369-3626","9/20/1984"
"DC",136,510,"353-2763","9/2/1962"
"OK",44,408,"358-7165","8/11/1980"
"KY",96,415,"353-3223","7/8/1988"
"NE",31,415,"338-9044","8/25/1900"
"AL",72,415,"341-7296","8/14/1984"
"HI",24,415,"398-4431","9/17/1982"
"SC",112,415,"408-5601","9/26/1991"
"GA",117,415,"328-5188","8/7/1988"
"KS",137,415,"329-4474","9/21/1979"
"PA",136,408,"357-4573","9/2/1906"
"UT",95,415,"341-7112","9/19/1993"
"OR",82,415,"400-3147","8/27/1987"
"ND",145,415,"378-1936","9/16/1987"
"KY",56,415,"347-1640","9/28/1983"
"MN",155,408,"374-9531","8/25/1952"
"OH",133,408,"380-4374","8/23/1984"
"TX",53,415,"380-9409","9/1/1959"
"WY",123,415,"387-1116","8/14/1972"
"GA",136,415,"400-7509","8/22/1964"
"TX",57,415,"403-6225","9/15/1899"
"WV",62,408,"382-8274","8/25/1994"
"NM",112,415,"354-5764","9/3/1994"
"MI",55,415,"387-6912","9/17/1970"
"NC",95,408,"384-3413","9/24/1953"
"NY",125,415,"367-3950","9/21/1963"
"TX",1,415,"396-4254","8/9/1970"
"KY",98,415,"333-3010","9/5/1981"
"SD",105,415,"393-1891","9/13/1946"
"ID",113,415,"336-9053","7/29/1966"
"OR",99,408,"353-3372","7/9/1987"
"WI",103,415,"386-8943","7/6/1989"
"WV",177,408,"376-9716","9/13/1893"
"SC",149,415,"370-8676","9/10/1964"
"CT",160,415,"360-2329","8/16/1993"
"NV",116,408,"360-1320","9/4/1972"
"ND",90,415,"329-8638","9/9/1981"
"MI",148,415,"385-1118","8/4/1982"
"MT",147,415,"408-8269","8/26/1974"
"NE",95,510,"391-2334","7/7/1906"
"UT",201,510,"373-8900","7/3/1946"
"WV",80,415,"382-3512","7/3/1967"
"AR",122,415,"420-4089","9/11/1988"
"MT",132,408,"406-8465","8/31/1941"
"UT",83,510,"386-6114","8/12/1964"
"HI",99,408,"413-9328","9/26/1894"
"KS",84,415,"335-7144","7/28/1964"
"NY",46,415,"414-5177","9/13/1968"
"OH",87,510,"350-5993","8/15/1935"
"HI",150,415,"370-1465","7/29/1989"
"KS",73,408,"385-2370","9/8/1949"
"IN",7,415,"358-9146","8/18/1918"
"OR",89,415,"357-8515","8/29/1980"
"NY",131,408,"406-8995","9/14/1935"
"VA",105,415,"344-3145","7/28/1965"
"MI",108,408,"341-9890","8/28/1954"
"ID",47,415,"365-4387","7/3/1945"
"MO",101,415,"375-3341","8/10/1935"
"AL",182,415,"418-3096","8/31/1955"
"OR",161,408,"378-3879","8/26/1930"
"VT",128,408,"344-1362","8/28/1988"
"AZ",69,415,"419-3937","8/26/1973"
"VA",113,408,"348-4961","9/17/1974"
"PA",87,408,"329-1410","7/8/1916"
"CO",71,415,"332-9896","9/15/1957"
"KY",76,415,"407-8575","8/7/1914"
"NJ",87,510,"387-2799","8/30/1975"
"IL",117,408,"373-9108","8/10/1937"
"WA",177,415,"345-3947","9/29/1974"
"WV",95,415,"356-7511","9/5/1983"
"RI",76,415,"343-4516","7/27/1984"
"OH",66,415,"408-6305","7/29/1900"
"MO",110,415,"338-7305","9/5/1986"
"MD",204,510,"401-3077","8/8/1908"
"OH",32,415,"401-6977","7/30/1965"
"VA",133,408,"385-1464","8/27/1979"
"FL",185,408,"417-5034","9/3/1957"
"CO",103,415,"420-7066","9/12/1900"
"NY",91,510,"394-8256","9/28/1993"
"WV",131,415,"362-5044","8/23/1907"
"LA",153,510,"350-2075","8/7/1903"
"MA",132,415,"343-5372","9/11/1976"
"UT",148,510,"377-9520","7/6/1968"
"AL",141,408,"391-6773","9/14/1985"
"ME",105,415,"403-4442","9/13/1967"
"TX",169,408,"379-5885","9/19/1952"
"ND",127,415,"399-1021","7/5/1921"
"CO",57,415,"342-4004","8/17/1979"
"LA",123,415,"382-7659","7/7/1973"
"MT",103,510,"342-1004","8/9/1983"
"OR",101,415,"398-5851","9/19/1983"
"NH",123,415,"396-4869","7/7/1994"
"NE",78,510,"422-8333","8/9/1979"
"WV",101,415,"367-9127","9/1/1902"
"NV",129,415,"420-3028","9/24/1985"
"MA",67,415,"357-6348","8/17/1901"
"MI",37,415,"386-1131","8/4/1992"
"KY",64,415,"349-8391","8/9/1919"
"WV",173,510,"421-1484","7/7/1931"
"KY",135,510,"414-2663","9/12/1989"
"NJ",75,415,"327-6989","7/27/1985"
"ME",88,415,"405-5513","8/13/1952"
"TX",112,415,"345-9168","7/3/1960"
"MN",113,408,"417-5146","9/2/1990"
"VA",121,510,"339-2792","9/7/1902"
"DC",70,415,"345-8397","9/6/1987"
"MD",90,415,"344-6404","9/7/1987"
"RI",39,408,"417-9455","9/1/1987"
"MA",142,408,"343-1009","9/8/1978"
"MD",176,408,"365-3493","9/13/1986"
"NM",105,408,"376-7043","9/23/1943"
"MN",57,415,"348-5728","7/9/1920"
"MI",110,510,"357-5784","8/29/1981"
"AZ",88,415,"417-9844","9/20/1929"
"AL",95,408,"333-7225","8/8/1954"
"MI",147,415,"382-4943","9/15/1990"
"SC",101,415,"345-4589","8/8/1916"
"MS",115,415,"404-6337","8/24/1949"
"MS",103,415,"412-1470","8/15/1978"
"CA",82,415,"394-9220","9/30/1984"
"MD",141,415,"364-5362","8/1/1912"
"ND",149,408,"372-9852","8/1/1974"
"IL",131,510,"394-9984","8/8/1981"
"SD",119,510,"402-1668","8/9/1994"
"AL",112,510,"339-5659","8/25/1946"
"NV",116,510,"341-7279","8/29/1954"
"LA",94,415,"371-3236","8/3/1980"
"VA",90,408,"343-5679","9/29/1901"
"DE",114,415,"347-4626","9/3/1976"
"CT",63,408,"344-8498","8/15/1969"
"CO",130,408,"349-3005","7/8/1950"
"MA",122,408,"371-3498","9/28/1989"
"OR",166,510,"367-4853","9/11/1929"
"WA",62,415,"422-3454","9/22/1967"
"SC",78,415,"403-8915","9/29/1977"
"IN",148,415,"371-2418","8/7/1952"
"MD",154,510,"411-2977","9/5/1991"
"NV",110,408,"389-8163","9/9/1959"
"TX",75,415,"417-4456","8/23/1984"
"ND",84,408,"351-1894","8/4/1983"
"WV",113,510,"386-6408","8/28/1993"
"CO",181,510,"370-9592","9/2/1962"
"TX",51,415,"397-9251","8/6/1980"
"FL",102,408,"395-6913","9/6/1983"
"AL",107,408,"332-3804","9/17/1960"
"WV",88,510,"421-1326","8/19/1925"
"MI",82,415,"415-8200","9/21/1950"
"NY",204,415,"371-9414","9/21/1901"
"MS",130,510,"347-3895","8/29/1980"
"MO",174,510,"342-5854","9/26/1974"
"AR",129,415,"379-7192","8/29/1991"
"MS",190,415,"394-5753","8/13/1891"
"NY",54,510,"390-6932","8/2/1988"
"SD",78,408,"394-3171","8/30/1910"
"AK",100,415,"394-5202","8/22/1963"
"WV",70,510,"348-3777","9/16/1984"
"SC",111,510,"407-3949","7/29/1923"
"VA",117,408,"363-4779","9/10/1982"
"MS",68,415,"340-2239","9/11/1966"
"SD",27,510,"359-3423","8/9/1990"
"MN",91,415,"382-9297","9/29/1892"
"AL",181,415,"330-9294","7/9/1968"
"CO",118,415,"362-8763","8/4/1992"
"ME",112,415,"403-4816","8/6/1979"
"GA",93,415,"371-2155","7/4/1942"
"AZ",102,408,"334-1339","8/1/1966"
"MA",93,415,"341-7412","9/24/1947"
"AZ",107,415,"375-4770","8/12/1964"
"IN",100,415,"406-7643","8/9/1995"
"DE",115,415,"415-8164","8/22/1893"
"WI",63,510,"354-3545","8/30/1985"
"ME",57,415,"377-3139","8/17/1993"
"DC",119,408,"418-7478","9/18/1947"
"GA",73,408,"385-6952","9/1/1985"
"HI",98,408,"381-8593","8/3/1991"
"VA",139,415,"365-9371","9/27/1946"
"NY",31,408,"401-7335","9/30/1986"
"PA",129,510,"364-5126","8/14/1958"
"AR",115,415,"385-7157","7/8/1983"
"HI",108,415,"385-4766","9/5/1993"
"DE",139,408,"390-1760","9/30/1982"
"WV",102,408,"365-8831","9/8/1974"
"OK",149,408,"353-4002","9/17/1970"
"OR",113,415,"367-5923","8/25/1990"
"ND",131,408,"393-9548","8/30/1933"
"MO",83,408,"362-2356","8/4/1976"
"AR",96,415,"365-2341","9/12/1981"
"GA",98,408,"388-8797","8/27/1961"
"TN",3,415,"400-4713","8/26/1990"
"MA",77,408,"420-3042","7/31/1948"
"ND",75,408,"396-4171","9/14/1966"
"IA",40,510,"389-8417","9/29/1947"
"NJ",108,415,"339-4068","9/9/1952"
"MT",100,415,"341-4873","8/22/1981"
"AL",16,415,"336-2322","8/8/1984"
"NY",115,510,"402-1607","7/4/1988"
"PA",108,510,"379-3037","9/17/1898"
"VT",107,510,"382-1399","8/7/1991"
"NC",161,415,"394-5489","8/25/1984"
"CT",147,415,"387-6065","8/30/1947"
"MO",107,415,"327-6087","8/28/1979"
"WV",120,510,"341-8667","9/10/1990"
"NJ",107,408,"338-9612","8/27/1980"
"AK",58,510,"364-1134","7/29/1988"
"LA",91,408,"413-4811","9/9/1941"
"AL",13,415,"354-4333","8/18/1993"
"IN",104,408,"382-2026","9/1/1951"
"MA",93,415,"368-3287","7/30/1958"
"DE",95,510,"367-8298","7/5/1981"
"SC",104,415,"391-1783","9/13/1907"
"NH",35,408,"393-8762","9/20/1935"
"LA",62,415,"385-1423","9/20/1967"
"MS",143,510,"406-7670","9/22/1971"
"NM",62,415,"339-5423","8/14/1973"
"WA",60,415,"366-8939","7/30/1960"
"SC",41,510,"353-2391","7/6/1984"
"MT",34,415,"372-4203","9/10/1925"
"ME",56,408,"385-5688","8/19/1946"
"NM",183,415,"397-7453","8/28/1917"
"AZ",94,415,"366-9015","9/6/1972"
"CT",73,415,"356-1654","8/8/1961"
"IL",123,408,"337-3932","9/11/1917"
"IN",64,408,"350-1126","7/6/1945"
"AR",127,415,"416-3649","9/27/1985"
"RI",33,415,"349-1726","8/21/1963"
"ND",27,415,"405-1589","7/7/1990"
"NH",123,408,"366-7560","9/28/1993"
"NV",148,510,"333-9643","8/5/1987"
"UT",81,415,"355-6422","7/27/1919"
"NC",122,510,"329-5400","8/17/1966"
"MI",52,415,"383-6356","9/21/1953"
"WI",91,408,"377-7276","9/21/1972"
"AR",54,415,"337-1586","8/14/1967"
